userid,createdAt,totalItems,totalPrice,cartStatus
543,2021-11-25:23:49:11,351,8153.47,processing
544,2020-02-15:19:06:31,329,9372.94,cancelled
545,2021-03-05:14:43:52,223,3690.86,pending
546,2021-12-09:16:23:07,908,7236.9,pending
547,2022-03-18:00:58:04,313,9794.24,pending
548,2022-05-31:15:28:51,270,5223.05,delivered
549,2020-01-09:20:41:04,368,8592.95,shipped
550,2020-11-02:04:52:22,396,8529.51,delivered
551,2022-02-28:21:31:46,521,4169.26,delivered
552,2020-04-15:14:16:23,85,9606.9,shipped
553,2020-01-30:18:26:30,65,8130.62,processing
554,2022-10-03:17:40:22,49,7589.99,shipped
555,2022-03-26:12:20:45,846,359.48,processing
556,2022-05-31:16:18:34,155,4657.22,shipped
557,2020-08-23:20:49:57,446,8515.14,processing
558,2022-11-14:21:55:02,594,8520.39,cancelled
559,2020-01-18:13:22:55,530,4561.34,shipped
560,2020-10-17:14:54:39,36,8643.1,cancelled
561,2022-06-29:18:18:08,136,3773.26,delivered
562,2022-03-21:14:03:13,309,330.48,processing
563,2020-04-15:12:02:57,67,5851.1,pending
564,2022-02-25:22:56:37,431,8476.68,cancelled
565,2021-10-04:04:58:29,640,7189.44,delivered
566,2022-09-09:17:16:42,18,4551.06,shipped
567,2022-05-16:16:37:57,466,7117.9,delivered
568,2020-10-11:15:19:07,179,5542.93,pending
569,2020-10-25:22:19:09,35,4911.64,processing
570,2022-10-20:00:16:14,920,9910.34,processing
571,2020-06-11:14:02:08,434,1460.14,pending
572,2022-03-06:22:32:39,673,6086.35,cancelled
573,2022-06-23:08:38:04,16,8025.79,delivered
574,2021-09-25:21:01:01,201,2127.18,delivered
575,2020-06-29:01:30:57,144,1630.77,pending
576,2021-09-06:19:44:49,120,4444.29,pending
577,2021-04-12:23:38:41,996,9241.17,delivered
578,2020-05-03:19:34:29,869,2313.17,delivered
579,2021-01-09:22:22:52,724,1002.93,processing
580,2022-10-02:20:34:01,49,5958.39,pending
581,2020-12-28:02:01:23,510,6791.09,shipped
582,2022-12-15:05:21:14,247,2509.99,cancelled
583,2021-11-19:02:42:31,277,7615.49,delivered
584,2022-06-26:20:16:17,595,2454.81,processing
585,2022-11-04:21:15:30,418,7107.52,delivered
586,2022-03-13:02:35:40,396,998.36,processing
587,2020-10-09:16:04:26,540,8750.68,processing
588,2021-06-23:15:49:53,134,350.46,pending
589,2022-08-07:13:47:59,194,7792.55,pending
590,2020-11-11:21:56:43,739,2988.64,shipped
591,2021-12-07:18:57:41,746,5165.61,pending
592,2020-05-09:18:29:09,819,5184.9,cancelled
593,2022-10-09:07:37:23,218,9500.27,delivered
594,2021-04-30:15:32:33,631,5704.45,delivered
595,2022-03-08:04:41:38,641,4110.51,cancelled
596,2021-09-10:18:51:50,835,242.58,delivered
597,2021-08-15:01:25:23,17,8937.51,delivered
598,2020-08-23:23:22:26,239,2992.95,cancelled
599,2020-10-27:10:43:12,949,4874.52,shipped
600,2022-11-09:16:00:45,999,8234.69,shipped
601,2020-03-03:18:20:21,380,307.28,delivered
602,2021-12-26:05:34:07,98,7400.73,cancelled
603,2020-08-05:20:45:29,373,8082.24,processing
604,2020-09-29:09:07:27,742,6434.64,delivered
605,2021-12-26:13:16:24,864,8433.54,shipped
606,2022-01-12:09:29:55,763,9564.67,delivered
607,2022-09-12:01:54:10,136,9262.81,pending
608,2021-06-29:09:06:19,151,3857.43,delivered
609,2020-09-25:23:42:52,906,7797.07,delivered
610,2020-09-11:10:40:50,727,2475.42,processing
611,2021-08-01:22:19:22,96,6783.24,cancelled
612,2021-05-07:14:52:23,163,8760.96,processing
613,2022-05-15:06:28:37,7,4631.34,shipped
614,2021-04-29:22:15:56,977,8795.92,processing
615,2021-05-25:13:50:07,793,7432.07,cancelled
616,2022-02-26:00:24:17,783,8169.37,processing
617,2021-04-21:15:40:37,945,4454.74,delivered
618,2022-05-10:07:59:54,318,3245.47,shipped
619,2021-10-19:04:39:10,131,4006.56,cancelled
620,2020-09-20:00:45:55,425,6155.27,processing
621,2022-09-14:02:23:33,924,6294.85,cancelled
622,2021-01-29:07:16:46,313,1093.87,shipped
623,2021-11-12:03:20:30,700,3423.97,shipped
624,2021-02-18:20:25:41,440,6461.85,pending
625,2022-01-24:13:12:31,626,7428.68,processing
626,2021-02-08:00:36:24,313,29.63,shipped
627,2022-11-11:16:01:03,895,2193.45,pending
628,2022-02-12:08:41:17,427,9729.45,cancelled
629,2022-04-12:16:20:28,268,7471.83,delivered
630,2021-04-05:23:29:51,176,9854.74,pending
631,2020-10-30:20:49:38,381,7712.55,cancelled
632,2022-09-28:12:52:34,21,1929.14,shipped
633,2022-01-25:22:39:32,74,7104.26,shipped
634,2021-11-12:02:08:40,79,8171.01,pending
635,2022-03-06:16:02:27,800,738.07,processing
636,2020-09-25:19:01:27,915,3654.67,pending
637,2021-10-14:04:58:17,118,3005.1,processing
638,2020-05-01:08:51:05,570,950.22,processing
639,2020-08-24:09:05:13,636,1561.22,shipped
640,2020-01-04:23:55:32,759,6035.81,pending
641,2021-12-23:23:34:50,761,8164.09,cancelled
642,2021-09-15:19:59:56,213,6486.98,cancelled
643,2022-08-31:21:58:00,951,9071.8,delivered
644,2021-02-09:09:34:36,678,7117.31,processing
645,2022-10-10:06:51:47,280,431.58,delivered
646,2020-05-27:22:45:59,77,1178.91,processing
647,2022-06-07:00:31:18,355,3845.82,shipped
648,2021-04-12:04:45:18,921,5894.21,pending
649,2021-02-27:14:39:40,834,7865.77,pending
650,2021-12-01:05:00:20,645,7317.65,shipped
651,2020-01-27:06:00:00,372,7776.39,cancelled
652,2021-08-24:14:06:18,597,2292.19,cancelled
653,2020-12-13:22:25:29,721,6831.53,pending
654,2022-11-14:12:08:33,573,3793.64,pending
655,2020-06-25:01:14:16,881,8328.68,shipped
656,2020-09-11:10:58:44,839,1135.64,processing
657,2022-02-18:18:50:27,615,291.76,cancelled
658,2021-06-11:22:45:15,839,592.94,pending
659,2022-10-15:03:28:18,52,711.3,pending
660,2020-12-28:19:22:56,384,3912.44,shipped
661,2020-08-24:17:53:54,574,6883.28,pending
662,2021-09-01:13:06:55,13,2149.31,pending
663,2022-04-26:00:16:09,530,6562.67,cancelled
664,2020-12-13:18:30:14,501,8877.18,delivered
665,2021-12-15:05:27:59,274,1387.01,pending
666,2020-09-16:05:09:16,8,1693.5,shipped
667,2021-07-01:08:16:39,972,7205.11,processing
668,2021-04-20:23:17:28,519,9176.2,cancelled
669,2022-04-13:22:41:21,824,8443.49,cancelled
670,2022-06-02:03:25:51,597,2071.72,shipped
671,2020-07-18:22:28:40,258,4649.17,cancelled
672,2022-08-19:22:56:43,828,4333.83,delivered
673,2022-12-28:10:03:53,311,5021.06,shipped
674,2020-06-26:16:12:06,80,4847.18,shipped
675,2021-02-12:08:03:31,775,1984.9,cancelled
676,2020-01-12:12:49:45,259,251.33,pending
677,2022-12-14:11:00:40,52,9169.24,shipped
678,2022-12-05:06:19:46,30,9806.12,pending
679,2022-07-13:23:28:32,337,5850.55,shipped
680,2020-07-07:13:54:50,994,2842.86,delivered
681,2020-01-18:05:53:50,781,3612.26,cancelled
682,2022-07-09:01:06:42,344,6278.48,shipped
683,2022-05-18:21:06:12,350,4383.06,cancelled
684,2021-02-28:15:54:32,999,160.97,cancelled
685,2022-05-20:12:57:37,70,4899.67,pending
686,2021-08-19:06:58:03,446,1237.61,delivered
687,2020-03-06:00:25:21,480,2044.27,delivered
688,2022-10-06:00:50:43,987,5459.54,shipped
689,2021-11-12:19:13:47,65,2661.05,processing
690,2020-05-05:06:04:08,285,7434.69,delivered
691,2022-11-04:21:16:28,819,8735.82,cancelled
692,2021-07-27:16:45:20,189,7871.03,cancelled
693,2020-02-14:00:34:58,374,3334.6,shipped
694,2022-04-21:10:03:28,987,8941.23,shipped
695,2020-03-03:20:42:25,329,7858.89,pending
696,2022-03-31:15:14:59,47,7233.39,processing
697,2021-04-19:16:54:32,600,4898.91,shipped
698,2022-10-21:17:03:52,292,6014.36,shipped
699,2020-04-14:17:40:19,502,8330.96,delivered
700,2020-01-10:02:24:27,124,2024.58,shipped
701,2022-12-23:05:14:55,794,9065.63,cancelled
702,2021-12-07:17:57:21,210,4930.72,processing
703,2021-02-21:02:49:49,538,9577.52,delivered
704,2020-04-03:05:17:04,896,6472.94,processing
705,2021-09-08:01:15:34,825,6076.85,cancelled
706,2021-05-07:06:05:01,601,4901.38,delivered
707,2020-10-29:16:19:09,257,4652.57,processing
708,2020-09-17:12:13:04,414,8048.59,processing
709,2022-07-03:07:07:56,920,5168.82,processing
710,2022-11-27:17:39:57,528,833.46,shipped
711,2022-05-25:00:08:10,616,8189.41,shipped
712,2022-09-05:05:50:29,139,6786.49,cancelled
713,2021-11-13:13:34:41,337,2808.8,cancelled
714,2020-08-03:20:29:38,996,7786.7,cancelled
715,2021-08-08:08:11:46,715,2923.93,processing
716,2021-02-04:18:39:41,288,7272.92,delivered
717,2022-11-13:00:51:30,241,9399.14,pending
718,2021-11-16:07:17:43,573,1424.85,cancelled
719,2020-04-12:19:28:05,96,5675.7,cancelled
720,2020-09-14:05:15:02,992,3999.32,pending
721,2020-11-04:19:35:06,208,9262.28,delivered
722,2022-08-23:23:36:18,584,2473.07,delivered
723,2022-11-22:17:34:44,421,3896.03,delivered
724,2020-07-31:03:01:38,532,2380.58,pending
725,2022-06-22:05:11:13,168,9509.49,delivered
726,2021-10-04:02:29:21,282,3287.04,processing
727,2022-11-30:01:57:31,322,724.61,pending
728,2021-01-13:17:57:14,334,3786.73,processing
729,2021-09-10:18:19:51,237,9951.46,cancelled
730,2020-12-24:02:29:55,696,881.55,shipped
731,2022-12-12:20:02:08,81,2486.06,cancelled
732,2022-12-02:13:34:30,83,6025.21,delivered
733,2021-08-24:01:46:55,240,9782.01,shipped
734,2021-07-03:15:27:04,712,6675.46,delivered
735,2020-02-01:15:04:08,435,5006.7,delivered
736,2020-06-04:20:54:38,146,7331.06,processing
737,2020-04-07:10:49:13,701,6209.67,delivered
738,2020-07-10:09:21:20,815,9002.01,processing
739,2020-02-23:17:28:09,329,7121.7,pending
740,2020-11-13:09:04:16,990,4059.27,processing
741,2020-11-30:18:58:42,508,3038.1,processing
742,2020-07-26:19:24:36,6,33.2,delivered
743,2021-09-25:17:21:23,517,6030.76,pending
744,2020-04-19:02:08:43,283,5065.29,pending
745,2021-06-28:03:57:06,738,7607.32,delivered
746,2020-04-26:02:50:49,751,8482.16,delivered
747,2020-02-02:10:40:22,324,2215.76,delivered
748,2021-01-03:21:54:08,986,5484.82,pending
749,2022-02-27:20:00:42,291,8568.24,pending
750,2020-08-02:16:24:00,663,3090.51,shipped
751,2021-08-13:17:13:29,451,9565.84,cancelled
752,2022-08-06:01:36:39,656,6069.97,cancelled
753,2022-11-05:10:31:02,915,381.78,processing
754,2021-03-10:15:31:11,163,9861.23,pending
755,2022-01-12:15:49:33,501,3280.71,shipped
756,2020-03-14:06:59:59,645,8440.44,processing
757,2020-11-30:22:07:16,746,9714.78,pending
758,2022-10-30:11:57:09,102,2715.27,pending
759,2020-03-18:07:48:50,83,9050.77,delivered
760,2021-08-25:08:35:54,303,1305.52,delivered
761,2020-10-12:02:12:11,770,3955.29,pending
762,2022-08-29:10:19:30,324,7576.79,shipped
763,2021-12-17:22:38:23,253,1771.68,cancelled
764,2020-10-14:09:56:50,87,8179.64,processing
765,2022-05-12:01:22:14,314,7475.91,shipped
766,2020-07-02:01:07:32,964,9238.91,delivered
767,2021-05-29:09:47:25,937,431.16,shipped
768,2022-06-24:00:13:14,416,7911.38,cancelled
769,2020-11-29:02:26:52,142,1817.33,delivered
770,2022-04-01:14:30:19,972,4650.62,shipped
771,2022-03-19:19:41:00,855,329.61,delivered
772,2021-06-22:04:19:07,525,6054.56,cancelled
773,2022-09-24:06:47:22,910,6207.8,shipped
774,2020-08-31:23:20:30,209,6593.98,shipped
775,2020-12-12:13:23:50,72,1330.59,processing
776,2020-01-15:21:51:30,249,537.99,processing
777,2022-11-17:16:49:16,172,2650.62,processing
778,2022-12-09:16:30:22,267,2564.22,processing
779,2020-10-18:13:11:51,43,2488.12,shipped
780,2020-01-19:00:24:50,493,6853.76,delivered
781,2021-05-12:05:53:27,994,4684.69,shipped
782,2022-08-13:20:42:45,439,1963.88,delivered
783,2020-03-27:14:02:33,516,65.84,pending
784,2020-06-23:17:40:46,636,2496.48,pending
785,2021-02-27:20:23:39,431,1391.63,delivered
786,2021-09-19:01:49:55,407,3002.09,processing
787,2020-09-18:20:50:37,294,2980.52,shipped
788,2020-06-27:05:25:08,490,4513.43,delivered
789,2022-05-01:05:53:34,931,2150.2,cancelled
790,2022-01-13:21:10:45,127,9826.16,shipped
791,2021-08-07:07:35:37,540,7268.99,cancelled
792,2021-04-06:17:49:43,321,8035.95,delivered
793,2021-01-02:01:27:42,579,8849.11,processing
794,2022-01-02:22:42:02,976,5779.57,processing
795,2021-10-24:06:11:29,477,8385.09,shipped
796,2022-12-27:16:31:51,27,7813.31,shipped
797,2021-10-05:01:06:48,243,5478.83,pending
798,2022-08-10:04:30:41,894,3034.81,processing
799,2021-06-25:02:38:06,707,868.58,pending
800,2021-03-15:15:29:53,339,664.36,pending
801,2021-06-21:21:47:06,101,8831.07,delivered
802,2021-08-16:19:14:52,423,1041.57,processing
803,2020-01-12:01:43:24,19,9961.07,pending
804,2022-11-27:03:35:23,307,9396.94,processing
805,2020-06-22:06:06:50,301,7063.1,pending
806,2022-07-09:23:37:32,629,9371.58,processing
807,2022-03-06:19:14:04,251,493.29,processing
808,2022-11-05:02:40:39,111,9188.64,shipped
809,2020-10-06:06:39:56,964,557.43,cancelled
810,2020-02-10:07:55:37,259,6982.68,delivered
811,2020-10-28:11:57:06,626,1572.72,cancelled
812,2021-10-27:13:25:07,710,3838.14,cancelled
813,2020-05-10:08:32:34,386,8203.88,pending
814,2020-07-19:14:15:06,282,3296.01,delivered
815,2022-01-07:18:25:08,943,6947.29,pending
816,2020-09-26:15:28:01,440,8104.96,processing
817,2020-09-01:00:30:32,326,185.74,cancelled
818,2021-09-18:11:46:29,801,3412.3,shipped
819,2020-02-28:12:01:43,33,6333.43,shipped
820,2020-03-28:14:03:58,419,4353.11,pending
821,2021-10-02:21:16:56,756,5205.14,cancelled
822,2020-03-23:23:17:49,24,5202.93,delivered
823,2021-10-20:23:19:27,776,3807.76,cancelled
824,2022-04-26:15:08:32,604,9900.26,shipped
825,2022-09-07:17:55:55,684,1576.54,shipped
826,2020-04-19:18:27:24,947,7977.63,processing
827,2020-09-07:21:41:17,386,3321.92,pending
828,2022-03-07:04:20:17,163,1597.77,processing
829,2020-06-07:15:28:33,174,396.29,pending
830,2020-11-02:03:01:35,863,764.46,cancelled
831,2021-10-21:00:46:55,456,1263.36,delivered
832,2020-07-06:14:28:40,883,7437.42,delivered
833,2022-11-19:09:35:13,841,6324.68,delivered
834,2022-07-10:02:23:46,872,9449.67,processing
835,2022-01-20:06:47:03,428,2824.03,delivered
836,2021-04-29:23:20:25,397,3861.67,delivered
837,2022-09-01:00:41:42,348,1003.48,shipped
838,2022-11-25:15:39:32,482,5747.49,cancelled
839,2021-04-04:23:03:51,675,884.65,delivered
840,2022-09-01:03:07:39,624,7304.31,cancelled
841,2021-09-02:22:45:33,935,5905.02,delivered
842,2020-06-28:19:57:46,83,8589.87,pending
843,2021-11-01:23:55:02,115,8179.12,delivered
844,2021-05-22:19:44:58,694,3545.76,pending
845,2020-09-07:19:31:14,900,8868.07,shipped
846,2020-11-06:14:24:51,864,7344.11,shipped
847,2020-03-22:17:24:58,491,9490.81,pending
848,2020-05-31:17:35:27,813,5041.51,processing
849,2020-12-13:16:53:35,583,4526.75,shipped
850,2022-04-03:16:36:56,181,2589.93,processing
851,2021-02-21:10:59:33,250,5225.4,processing
852,2022-03-25:02:50:53,574,814.6,processing
853,2021-02-09:09:15:16,110,4170.66,processing
854,2020-01-18:20:34:56,661,661.73,shipped
855,2020-08-13:14:44:45,164,107.19,shipped
856,2020-02-20:23:16:34,994,8841.47,shipped
857,2021-12-07:10:26:12,12,8825.4,cancelled
858,2022-10-11:23:00:54,945,281.55,delivered
859,2021-08-27:12:38:03,997,4589.36,pending
860,2022-09-16:21:28:54,647,707.94,cancelled
861,2022-10-25:09:03:49,868,6871.2,processing
862,2022-09-18:22:07:09,281,206.48,shipped
863,2021-05-04:04:22:06,361,7525.06,shipped
864,2022-09-27:07:22:36,929,3057.35,processing
865,2022-10-23:14:17:34,78,3319.67,shipped
866,2021-12-23:13:41:27,913,8179.23,cancelled
867,2020-04-19:07:41:36,121,9271.0,cancelled
868,2020-05-02:03:16:52,274,2384.2,shipped
869,2022-10-04:22:41:04,56,4458.34,pending
870,2021-07-26:19:06:58,973,8392.17,pending
871,2022-11-26:11:40:57,492,1877.62,delivered
872,2020-02-20:19:20:45,366,1324.45,shipped
873,2020-07-22:18:32:50,130,1977.93,pending
874,2021-03-12:17:12:11,88,3994.41,cancelled
875,2022-05-25:13:23:17,999,1086.72,cancelled
876,2020-06-02:01:35:44,884,1097.99,pending
877,2022-08-14:20:38:33,255,6541.37,shipped
878,2022-11-19:12:02:08,46,3270.8,shipped
879,2020-11-17:22:02:35,563,4433.07,cancelled
880,2020-06-24:00:04:59,601,7493.0,processing
881,2020-11-05:23:25:06,154,7542.91,processing
882,2021-03-29:18:42:19,643,2624.77,cancelled
883,2022-09-30:20:51:53,401,4463.08,shipped
884,2022-06-07:07:52:28,923,3410.26,shipped
885,2020-09-30:09:25:40,50,2485.39,delivered
886,2021-03-18:06:30:29,766,5501.09,cancelled
887,2020-01-19:09:40:25,237,5924.3,shipped
888,2021-04-13:13:17:47,749,8008.94,shipped
889,2022-06-30:13:14:42,58,7161.65,pending
890,2021-09-08:00:54:32,286,8304.99,pending
891,2021-12-02:11:30:03,299,9511.15,cancelled
892,2022-02-14:17:35:14,664,4924.01,delivered
893,2021-05-24:02:45:29,304,5743.97,pending
894,2022-08-06:03:01:22,555,4267.28,processing
895,2022-03-10:18:24:22,206,2514.36,processing
896,2020-07-02:15:07:46,794,4239.21,processing
897,2021-10-30:02:05:30,501,2845.33,processing
898,2022-11-10:00:43:51,245,3592.89,cancelled
899,2020-05-30:20:13:10,167,7048.94,processing
900,2021-11-12:12:51:51,923,1927.15,shipped
901,2022-08-20:09:15:24,620,4070.32,shipped
902,2020-04-13:15:22:43,20,620.38,pending
903,2022-07-19:00:30:45,196,5538.51,shipped
904,2021-03-03:23:21:55,693,2088.74,delivered
905,2022-04-05:12:05:43,958,1111.93,delivered
906,2022-11-04:10:17:05,746,6797.46,delivered
907,2022-10-28:07:41:04,83,8318.13,delivered
908,2021-10-19:07:45:54,38,654.83,delivered
909,2020-08-15:22:43:29,112,7666.14,pending
910,2021-01-19:20:23:57,454,4618.06,pending
911,2021-02-03:15:46:21,813,8336.41,delivered
912,2022-05-11:02:47:45,775,9121.58,shipped
913,2020-02-14:14:21:31,641,8120.02,pending
914,2020-10-01:15:01:26,523,2591.58,pending
915,2022-11-08:17:10:23,185,7972.58,processing
916,2022-08-16:02:12:55,283,6840.28,shipped
917,2021-05-31:05:49:25,423,3748.5,shipped
918,2020-10-28:04:54:14,913,8932.16,cancelled
919,2021-03-10:23:55:30,563,1060.31,cancelled
920,2021-05-16:11:26:10,827,9772.69,shipped
921,2022-01-03:09:36:31,728,6838.04,processing
922,2020-03-04:11:07:15,32,5271.3,pending
923,2020-05-10:13:10:08,554,1526.67,processing
924,2022-04-07:20:49:01,390,8191.02,pending
925,2022-08-27:07:27:08,381,7778.82,pending
926,2020-09-08:12:29:31,449,8823.08,processing
927,2020-01-11:21:51:52,644,6689.16,delivered
928,2021-12-25:10:54:04,348,8364.62,processing
929,2021-06-08:15:36:59,426,6559.93,delivered
930,2020-09-18:12:19:06,552,1694.64,pending
931,2021-11-29:03:04:49,245,4408.86,cancelled
932,2021-08-16:17:42:52,315,5300.18,processing
933,2021-08-09:09:28:34,784,1631.86,pending
934,2020-03-03:01:00:11,505,4719.74,cancelled
935,2021-02-02:22:35:45,186,103.73,cancelled
936,2022-10-08:11:45:27,583,3744.35,pending
937,2020-05-15:08:50:57,280,8500.86,processing
938,2022-09-23:16:13:59,994,7697.31,pending
939,2020-01-12:05:14:27,50,1528.29,shipped
940,2022-03-25:01:54:08,698,2388.94,pending
941,2020-10-12:00:19:00,954,609.83,processing
942,2020-09-27:22:40:22,201,8834.92,shipped
943,2020-06-27:11:44:33,323,1621.88,cancelled
944,2020-07-31:17:47:55,606,6972.3,processing
945,2022-10-16:22:40:33,59,5754.28,processing
946,2020-07-30:20:24:48,406,9196.39,pending
947,2020-07-09:02:00:29,290,4239.28,shipped
948,2020-03-05:13:37:04,567,8835.27,cancelled
949,2020-07-25:22:24:13,88,1097.84,processing
950,2021-12-14:11:01:14,523,3867.71,processing
951,2020-10-03:10:29:17,346,428.4,processing
952,2022-05-29:09:59:35,55,8764.75,cancelled
953,2020-04-01:21:18:08,152,4566.5,cancelled
954,2020-09-14:19:53:59,507,4891.65,shipped
955,2022-10-15:17:52:04,854,3362.06,cancelled
956,2022-04-14:22:06:02,914,6154.72,pending
957,2020-04-08:17:00:28,487,5850.39,pending
958,2020-08-09:00:08:15,970,5929.61,shipped
959,2021-06-02:03:10:02,388,5883.43,shipped
960,2021-03-23:04:10:46,336,1903.81,processing
961,2021-01-03:22:33:57,90,3244.99,cancelled
962,2021-07-27:19:08:35,258,6880.33,pending
963,2020-12-23:22:18:10,880,2394.83,pending
964,2021-07-04:07:56:12,31,3860.96,pending
965,2022-02-16:16:21:06,22,8597.05,shipped
966,2021-08-11:18:45:15,34,8985.55,cancelled
967,2020-12-21:14:46:22,709,4326.23,pending
968,2022-06-12:00:14:29,203,1839.38,pending
969,2020-10-11:11:55:06,932,8429.02,cancelled
970,2022-02-08:18:58:52,747,3.92,delivered
971,2021-06-01:10:27:38,764,7603.06,processing
972,2021-11-17:11:45:24,890,9945.91,processing
973,2021-10-10:14:21:38,89,7769.26,processing
974,2022-01-31:07:53:06,287,2398.83,pending
975,2021-10-27:11:38:15,553,6380.2,delivered
976,2022-06-06:01:47:41,719,7160.36,processing
977,2021-11-12:11:18:30,155,986.04,shipped
978,2020-05-02:17:20:02,324,304.92,delivered
979,2021-05-11:04:23:57,797,8189.59,delivered
980,2020-12-01:23:32:55,511,8127.24,pending
981,2021-11-17:04:28:17,399,7298.97,cancelled
982,2022-04-20:17:09:18,39,6894.41,processing
983,2022-11-29:14:07:20,538,9303.39,delivered
984,2020-01-18:02:18:47,214,5711.8,pending
985,2022-03-31:23:10:33,518,6437.61,cancelled
986,2021-01-18:06:49:01,903,8268.7,processing
987,2022-07-30:19:30:05,246,2240.4,processing
988,2020-04-06:02:22:35,895,5552.9,processing
989,2020-10-30:07:59:44,932,7147.48,shipped
990,2021-04-10:14:31:19,971,1073.63,shipped
991,2020-02-28:17:10:59,845,8620.77,shipped
992,2021-08-03:19:01:14,155,9919.2,shipped
993,2020-10-12:13:22:21,935,2716.92,shipped
994,2020-10-11:21:10:17,590,8023.33,shipped
995,2020-04-09:08:06:39,871,8931.07,processing
996,2022-07-11:05:45:33,878,6985.12,cancelled
997,2021-11-01:07:04:04,960,1577.6,delivered
998,2020-08-12:07:41:47,889,8282.5,cancelled
999,2020-10-24:09:10:08,807,3872.3,processing
1000,2020-05-24:16:34:23,874,6395.98,cancelled
