code,description,startDate,endDate,promotionDiscount
SIP4WBK8,Clearance blowout,04-10-2022,07-11-2022,0.6
DOJYPA8D,First-order discount,20-04-2024,14-06-2024,0.1
H76WAAT8,First-order discount,25-03-2021,28-03-2021,0.4
F4R4ANNR,Free shipping offer,26-05-2024,10-07-2024,0.8
EK2U8CCU,Friend referral bonus,31-05-2023,11-06-2023,0.7
CJJPXH58,Friend referral bonus,13-09-2023,07-10-2023,0.5
1DZUC31S,Limited-time deal,20-06-2022,12-08-2022,0.7
YK7XH9TA,Seasonal special,09-11-2023,29-11-2023,0.2
GL2UFE41,Buy One Get One,24-04-2022,23-05-2022,0.5
7AIC7SZK,Seasonal special,09-11-2023,29-12-2023,0.5
36OXJI4E,Flash sale items,27-05-2021,07-06-2021,0.7
W0Y9RP99,Friend referral bonus,24-03-2021,07-05-2021,0.5
8OLHHRK3,First-order discount,06-05-2024,21-06-2024,0.8
EMJGV0XQ,Clearance blowout,01-05-2024,20-06-2024,0.5
RCU4Z223,Clearance blowout,18-05-2024,16-06-2024,0.5
YE1XKJPC,Buy One Get One,27-09-2020,20-11-2020,0.7
PCCGPQBY,Buy One Get One,11-10-2023,22-11-2023,0.5
ZG8LEQBT,Clearance blowout,25-01-2025,12-02-2025,0.4
ZNPZAC4C,Friend referral bonus,27-09-2024,10-11-2024,0.7
ARF9EFFC,Flash sale items,04-07-2021,28-07-2021,0.3
CRY7XY5O,Members-only offer,25-08-2024,25-09-2024,0.4
P8J91PYO,Seasonal special,14-11-2024,08-01-2025,0.6
LU8AOIQO,Buy One Get One,19-03-2024,14-04-2024,0.7
NMIQDBQS,Clearance blowout,06-02-2022,23-03-2022,0.4
90FBA7LO,Seasonal special,21-01-2022,15-02-2022,0.2
G5TLBU1A,Members-only offer,02-12-2022,11-12-2022,0.4
EIJ847VE,Clearance blowout,17-02-2024,28-03-2024,0.6
7KAX66UV,Members-only offer,11-09-2022,25-10-2022,0.5
HXT44CM9,Free shipping offer,22-02-2022,30-03-2022,0.3
SU6338V1,Buy One Get One,27-02-2025,09-03-2025,0.3
VMAXM8OO,Clearance blowout,29-05-2020,07-06-2020,0.5
CEXB7DIB,Free shipping offer,19-12-2022,24-01-2023,0.6
6Y803MEO,Free shipping offer,28-03-2022,04-04-2022,0.6
SE8N9RV1,Friend referral bonus,17-02-2023,13-04-2023,0.3
YEIEFTHP,Members-only offer,22-06-2022,04-08-2022,0.3
1NJZB0FR,Weekend promotion,04-07-2021,14-08-2021,0.7
EC8OGUHW,Seasonal special,26-07-2024,29-08-2024,0.5
MTMYLYUO,Friend referral bonus,12-11-2020,18-11-2020,0.3
T8N3LWVG,First-order discount,16-04-2022,03-05-2022,0.3
86VXI9DX,Free shipping offer,24-06-2022,21-08-2022,0.3
8BY1KZDX,Friend referral bonus,17-01-2025,13-03-2025,0.2
LX17ADGG,Weekend promotion,02-01-2021,18-02-2021,0.4
1AMG2C96,Buy One Get One,02-02-2024,28-02-2024,0.8
ZBGFDT0Q,Free shipping offer,20-11-2024,15-12-2024,0.2
TDYAKGX0,Friend referral bonus,18-08-2022,30-08-2022,0.2
2W6DQ75K,First-order discount,17-08-2023,23-09-2023,0.6
40V4VCE5,Clearance blowout,28-09-2022,07-10-2022,0.7
VGMXKTTQ,Flash sale items,05-05-2024,30-06-2024,0.5
Q4S1Z0NF,Free shipping offer,22-05-2023,31-05-2023,0.4
NNFMECCL,Members-only offer,18-04-2024,24-05-2024,0.6
YND0GISX,Weekend promotion,23-01-2024,24-01-2024,0.3
CNC18BFE,Flash sale items,30-07-2023,12-09-2023,0.8
NS5O5KY4,Limited-time deal,03-12-2021,24-12-2021,0.4
230YIYWB,Buy One Get One,31-10-2021,26-11-2021,0.2
3CX1LLML,Clearance blowout,19-05-2023,27-05-2023,0.7
0VZIFL6H,Free shipping offer,10-07-2021,10-08-2021,0.4
1J62N85O,Limited-time deal,07-11-2021,26-12-2021,0.2
6N2HK0P3,Seasonal special,27-03-2021,28-03-2021,0.5
Z6JQ4XF0,Buy One Get One,29-01-2024,27-03-2024,0.3
PT58V5EX,Members-only offer,26-10-2021,06-12-2021,0.4
7B888DFW,Limited-time deal,26-06-2021,30-06-2021,0.1
WVNQ6PBB,Free shipping offer,31-07-2020,16-09-2020,0.3
CCA3NBQU,Free shipping offer,17-10-2020,03-12-2020,0.5
QLSTEM6S,First-order discount,30-06-2020,11-08-2020,0.3
PDQF2I2P,Weekend promotion,09-11-2020,28-12-2020,0.3
COQFWNTA,Buy One Get One,25-06-2020,19-08-2020,0.7
BFZK65J6,First-order discount,18-11-2020,10-01-2021,0.3
K8WRR7DX,Buy One Get One,30-09-2023,04-11-2023,0.3
LFW105VJ,Members-only offer,14-05-2020,07-06-2020,0.7
W7IBCFCI,Seasonal special,23-11-2024,09-12-2024,0.4
LPTWTKXO,Free shipping offer,19-06-2024,21-06-2024,0.6
SVEEM3XT,Buy One Get One,08-12-2022,17-01-2023,0.5
NJGJJQX7,Flash sale items,30-03-2024,15-04-2024,0.4
MQ454QOM,Clearance blowout,04-03-2023,04-04-2023,0.3
4BT3DZJG,Seasonal special,01-07-2023,09-07-2023,0.3
6PK6B5G4,Seasonal special,20-09-2024,16-11-2024,0.4
UKAPO27J,Limited-time deal,06-04-2021,21-04-2021,0.4
OBVHJO4Q,Weekend promotion,19-02-2024,21-03-2024,0.4
JIJBA3F0,Flash sale items,29-12-2021,23-02-2022,0.6
QFBBWD6Y,Seasonal special,12-10-2023,19-11-2023,0.3
7OVE2RJ6,Seasonal special,25-11-2024,13-01-2025,0.4
SHJD8CZ6,Friend referral bonus,26-02-2021,19-03-2021,0.4
9MY0QX6S,First-order discount,09-01-2022,01-03-2022,0.7
68MVC1LF,Free shipping offer,10-07-2021,06-09-2021,0.6
PX70QZMC,Clearance blowout,03-11-2024,02-01-2025,0.3
K1YEBTSG,Friend referral bonus,20-03-2025,25-03-2025,0.7
UUL8GHJI,First-order discount,27-06-2023,22-07-2023,0.3
XEG5BLT5,Seasonal special,15-08-2023,02-09-2023,0.7
M5JIRI6C,Limited-time deal,15-04-2022,21-04-2022,0.2
W4WMWYVM,Free shipping offer,29-07-2024,22-08-2024,0.4
6ALMD8G4,Limited-time deal,07-12-2022,15-01-2023,0.2
N3X11BAZ,Seasonal special,20-12-2021,22-01-2022,0.3
6RE9KLV7,Flash sale items,28-09-2021,19-11-2021,0.6
ZTZUDULP,Clearance blowout,25-10-2021,22-11-2021,0.4
9T790CFT,Free shipping offer,21-10-2024,12-12-2024,0.5
600QDMBU,Friend referral bonus,23-01-2023,26-01-2023,0.5
WU5XLR1X,Members-only offer,18-06-2020,05-07-2020,0.5
U1RXGGLQ,First-order discount,30-08-2024,11-09-2024,0.8
8ZU52IW6,First-order discount,26-04-2021,04-06-2021,0.7
UKLPO2KZ,First-order discount,19-07-2021,04-09-2021,0.6
9L2UVIYL,Free shipping offer,30-07-2021,01-08-2021,0.7
P0O40S3L,Limited-time deal,06-09-2022,29-09-2022,0.6
642071E6,Friend referral bonus,04-07-2021,19-08-2021,0.8
QP7E7RRP,Clearance blowout,19-10-2021,21-11-2021,0.3
ENKT3DGW,Limited-time deal,04-10-2024,27-10-2024,0.6
6DM2T6V0,Buy One Get One,26-09-2024,14-10-2024,0.5
0X7BSUMT,Free shipping offer,01-08-2022,06-08-2022,0.5
AKQVBSVB,Buy One Get One,28-01-2025,11-02-2025,0.6
1R3FQU4L,Friend referral bonus,25-07-2022,31-07-2022,0.6
0632M4NJ,Limited-time deal,24-07-2020,26-08-2020,0.3
ZO5L72M7,First-order discount,12-10-2022,22-10-2022,0.6
EAH184LT,Flash sale items,12-06-2020,07-08-2020,0.5
9B8D09HG,First-order discount,04-05-2020,03-07-2020,0.5
MX9GDUEF,Clearance blowout,16-03-2023,11-05-2023,0.8
P9YNMKXO,Friend referral bonus,14-12-2023,30-01-2024,0.2
5HI9VLBC,Members-only offer,17-04-2020,23-04-2020,0.2
3ERM0M9N,Flash sale items,13-12-2021,18-01-2022,0.5
3G36PMW9,Flash sale items,28-08-2024,03-09-2024,0.8
AC3QD3DW,Friend referral bonus,07-05-2020,08-06-2020,0.3
L8S870XC,Seasonal special,29-09-2021,20-10-2021,0.2
2ANH09CL,Flash sale items,01-03-2024,22-04-2024,0.5
AQEI2IN9,Seasonal special,27-08-2022,22-10-2022,0.2
SZJG3WYY,Friend referral bonus,29-10-2021,21-12-2021,0.2
GHU1JSKX,Members-only offer,06-10-2024,14-10-2024,0.2
EE9AGNOP,Members-only offer,06-06-2021,22-07-2021,0.4
DP7BIFF9,Buy One Get One,13-01-2025,11-02-2025,0.5
MD8V6A7Y,Limited-time deal,03-02-2021,15-03-2021,0.5
W1WBR78U,Free shipping offer,11-10-2023,30-10-2023,0.2
YYXHRREJ,Clearance blowout,02-07-2022,24-08-2022,0.7
RBSF0UNP,Weekend promotion,08-03-2021,16-04-2021,0.7
E7NJ44LU,Seasonal special,23-01-2025,17-02-2025,0.3
FHC0QPMS,Limited-time deal,25-04-2021,09-06-2021,0.2
PVFFFEAR,Weekend promotion,04-01-2024,22-01-2024,0.7
0Z10AVU8,Clearance blowout,11-03-2023,29-04-2023,0.6
YO6GE7RS,Friend referral bonus,05-02-2024,19-02-2024,0.6
CJKQ0BII,Free shipping offer,17-01-2022,17-02-2022,0.7
FXMIMG9P,Members-only offer,04-10-2024,30-10-2024,0.7
HYDPXWYY,Weekend promotion,02-04-2023,12-04-2023,0.4
KG2WLG6N,Buy One Get One,14-03-2023,11-05-2023,0.6
A60WP5QL,Clearance blowout,22-04-2022,25-04-2022,0.3
8VQH57JT,Members-only offer,26-12-2024,29-01-2025,0.3
UDSEDHGY,Seasonal special,08-09-2023,03-10-2023,0.6
DCVCP1H0,Flash sale items,06-05-2023,05-07-2023,0.4
XLABFN60,First-order discount,30-09-2022,07-10-2022,0.4
0FFW55XG,First-order discount,30-06-2022,23-08-2022,0.7
Z3EEZBX3,Flash sale items,17-06-2021,01-07-2021,0.2
SJ0IONJY,First-order discount,23-09-2021,09-11-2021,0.3
2IOC8E06,Seasonal special,31-08-2023,25-10-2023,0.7
FDR82HYN,Limited-time deal,20-10-2021,22-11-2021,0.3
1DUOFSN2,Free shipping offer,21-09-2023,26-10-2023,0.5
CZUC09L0,Flash sale items,25-12-2021,01-01-2022,0.1
FCUHXENC,Seasonal special,01-05-2021,14-06-2021,0.4
P1RCWJA4,Flash sale items,27-01-2024,18-03-2024,0.2
R682ZAJ7,Friend referral bonus,29-11-2021,12-12-2021,0.5
GQZ3E1TO,Members-only offer,26-10-2023,25-11-2023,0.5
TEA7146R,Buy One Get One,28-06-2022,05-08-2022,0.8
2D42C04X,First-order discount,24-08-2024,09-10-2024,0.3
UFVPL3QV,Limited-time deal,11-07-2020,05-09-2020,0.1
0DO2FU0B,Flash sale items,26-11-2024,27-11-2024,0.8
VV602NZT,Seasonal special,26-02-2021,02-03-2021,0.3
KS37Q4RW,Members-only offer,09-03-2022,08-04-2022,0.6
S64IXQOB,First-order discount,09-03-2022,21-04-2022,0.7
8TC6408S,Seasonal special,07-03-2021,16-03-2021,0.6
8FORVIA2,Members-only offer,31-01-2021,21-02-2021,0.6
DRV9GVXG,Friend referral bonus,30-12-2023,14-02-2024,0.7
10GL2DA0,Weekend promotion,21-06-2024,14-08-2024,0.7
FFLA763O,Members-only offer,12-02-2025,02-03-2025,0.7
HFI7XI80,Clearance blowout,31-07-2020,07-09-2020,0.3
IK0REP6H,Buy One Get One,04-10-2023,12-10-2023,0.4
XFT0XG8U,Free shipping offer,14-07-2022,25-07-2022,0.7
VWU1PHBH,Free shipping offer,20-05-2024,16-07-2024,0.8
WOA3SBMY,Flash sale items,21-01-2021,30-01-2021,0.7
8629S7LV,Free shipping offer,07-11-2021,14-12-2021,0.2
KCDSNG3X,Seasonal special,27-01-2025,06-02-2025,0.5
XL41QZY6,Friend referral bonus,14-10-2023,02-12-2023,0.5
HELUYU1B,Friend referral bonus,13-08-2020,11-10-2020,0.8
DFT6D3LM,Limited-time deal,23-09-2023,21-11-2023,0.2
APPR9UC4,Friend referral bonus,16-03-2023,19-03-2023,0.7
O13ROMK4,Flash sale items,08-10-2022,22-11-2022,0.7
RPBAJ0LI,Free shipping offer,19-08-2024,06-10-2024,0.4
DT4GKU4P,Clearance blowout,10-06-2021,01-07-2021,0.3
D6FRUCSW,Members-only offer,27-04-2021,18-05-2021,0.5
EPOYJIEA,Members-only offer,14-10-2024,16-11-2024,0.6
790H5S8D,Friend referral bonus,03-03-2021,16-04-2021,0.3
G51J0R75,Flash sale items,19-05-2023,14-06-2023,0.3
8ET80QZY,Members-only offer,12-01-2022,01-03-2022,0.2
FM5MKKYG,Free shipping offer,16-09-2022,20-09-2022,0.7
78Q1H2QD,Limited-time deal,23-01-2024,17-02-2024,0.5
C4ZMCSFU,Seasonal special,27-11-2020,17-01-2021,0.1
N223KB8U,Members-only offer,29-05-2020,11-06-2020,0.3
HSIYOGZQ,Weekend promotion,07-04-2020,18-05-2020,0.3
DILJMSYM,Members-only offer,29-10-2024,19-11-2024,0.1
HJFQGRZH,Limited-time deal,18-07-2020,22-07-2020,0.5
NYSYA0PZ,First-order discount,16-07-2021,18-07-2021,0.1
VEUGFFRM,Buy One Get One,09-09-2023,18-10-2023,0.4
L14U4THS,Seasonal special,18-03-2023,06-05-2023,0.7
YMNFTLBI,Free shipping offer,02-07-2020,11-08-2020,0.6
3K9TJH24,Weekend promotion,29-05-2020,02-07-2020,0.1
2AY59RK3,Seasonal special,11-11-2021,29-11-2021,0.2
PLHQGO5J,First-order discount,26-09-2023,12-10-2023,0.5
TXYHGNIL,Clearance blowout,30-06-2023,08-08-2023,0.3
CIG103VT,Free shipping offer,01-05-2021,15-05-2021,0.2
IE0XLBXO,Friend referral bonus,11-10-2023,19-10-2023,0.4
2Y3SBWFR,First-order discount,11-04-2021,01-05-2021,0.6
M8GSQZZ9,First-order discount,03-01-2023,10-02-2023,0.3
MF8S38B3,First-order discount,08-11-2020,11-12-2020,0.2
0XG7BFPK,Buy One Get One,07-10-2021,05-12-2021,0.6
I47MWFJS,Weekend promotion,04-11-2024,24-12-2024,0.7
Y872J9SP,Flash sale items,22-07-2021,11-08-2021,0.6
A62P102X,Limited-time deal,17-06-2024,07-08-2024,0.4
NES3XQVT,Flash sale items,09-06-2020,21-07-2020,0.1
EYFGY5E4,Members-only offer,06-10-2023,15-11-2023,0.1
TA924EM3,Limited-time deal,26-09-2022,27-10-2022,0.7
JXDD046B,Flash sale items,04-02-2024,05-02-2024,0.1
XMAE5JCN,Members-only offer,02-10-2023,07-10-2023,0.5
4TO842Y8,Members-only offer,03-06-2021,11-07-2021,0.4
PN3PCMF4,First-order discount,14-09-2020,01-10-2020,0.3
YCWHL93P,Flash sale items,16-09-2020,28-09-2020,0.7
FLN6F3H1,First-order discount,29-06-2020,05-07-2020,0.3
06BTGRG0,First-order discount,10-08-2021,01-09-2021,0.3
KNA5CHXH,First-order discount,13-01-2021,10-02-2021,0.5
UZ1TM9QR,Flash sale items,13-08-2022,08-10-2022,0.6
D17QEGGW,Buy One Get One,26-11-2023,24-01-2024,0.7
4T9GWR25,Flash sale items,24-07-2022,16-09-2022,0.8
7EDO2Z4T,Weekend promotion,11-03-2025,30-04-2025,0.7
8CK430BV,Clearance blowout,20-06-2022,23-07-2022,0.4
NMBN0GHO,Free shipping offer,03-11-2021,13-11-2021,0.1
6FPRAMVW,Friend referral bonus,27-06-2024,07-07-2024,0.5
8TCQQVB2,Seasonal special,01-04-2021,02-05-2021,0.3
XO4YLYB2,Limited-time deal,05-04-2022,25-04-2022,0.5
W01J4TDD,Weekend promotion,13-08-2022,16-08-2022,0.3
DOR86EO9,Members-only offer,17-05-2023,27-05-2023,0.6
0GICCURC,Flash sale items,29-01-2025,03-02-2025,0.1
OQOX9WOD,Friend referral bonus,03-11-2024,21-11-2024,0.7
TL53FPLK,Buy One Get One,18-08-2020,03-09-2020,0.6
N8CZZVXP,First-order discount,17-11-2023,15-12-2023,0.4
2E2LBKK6,Weekend promotion,19-09-2022,27-09-2022,0.6
54Q5NUVK,Seasonal special,09-09-2023,27-09-2023,0.5
5QOTAUXN,Buy One Get One,19-07-2020,29-08-2020,0.4
W0Z25UWB,First-order discount,01-12-2023,02-01-2024,0.3
ASXV8GXQ,Weekend promotion,31-10-2020,21-12-2020,0.2
H2WX5HQ2,Friend referral bonus,29-12-2023,04-01-2024,0.1
NVHW2B7Z,Free shipping offer,03-08-2022,27-08-2022,0.3
HDFA1SD2,Weekend promotion,26-01-2025,19-02-2025,0.5
7CWO6SY8,Clearance blowout,25-12-2020,22-01-2021,0.5
W3B899QP,First-order discount,06-12-2021,14-01-2022,0.4
HM9740KE,Flash sale items,15-03-2021,05-04-2021,0.7
P4ZBMZKY,First-order discount,08-03-2024,26-03-2024,0.5
9Y8P6CTT,Limited-time deal,28-11-2020,07-01-2021,0.6
45JKV2VU,First-order discount,08-02-2022,31-03-2022,0.7
WJVB7BVM,Limited-time deal,21-09-2020,10-11-2020,0.3
XF6PJTNT,Limited-time deal,27-12-2023,24-02-2024,0.5
8HL6KZOB,First-order discount,20-12-2020,27-12-2020,0.6
B61CQERY,Flash sale items,01-11-2020,13-12-2020,0.2
UBPKN2HX,Clearance blowout,13-10-2022,03-12-2022,0.6
9PVAFTRB,Weekend promotion,22-06-2024,15-08-2024,0.3
2XGGK0L4,First-order discount,02-12-2024,31-01-2025,0.4
SXNFSOU0,Buy One Get One,21-11-2022,21-12-2022,0.8
17O4HV4I,Flash sale items,11-02-2023,06-03-2023,0.1
7BW6RDGO,Friend referral bonus,15-05-2022,17-05-2022,0.5
X8C3DZYG,Members-only offer,02-03-2022,27-03-2022,0.5
2UZ6VBD6,Clearance blowout,20-08-2021,11-10-2021,0.7
OZ3W3AYD,Clearance blowout,28-12-2022,24-02-2023,0.3
FO82VN7T,Flash sale items,06-09-2022,25-10-2022,0.3
K9GU48RP,Friend referral bonus,04-04-2021,01-06-2021,0.8
2XPB9NJG,Clearance blowout,09-02-2023,13-03-2023,0.6
I2GUQGDG,Free shipping offer,21-12-2023,27-12-2023,0.3
AQGE9QRA,Members-only offer,12-06-2024,10-08-2024,0.2
5RMQEUVC,Flash sale items,06-05-2020,04-07-2020,0.5
QZFPVAC8,Weekend promotion,01-06-2022,02-06-2022,0.7
V32RGWQM,Weekend promotion,05-07-2024,02-08-2024,0.5
D4UKFW2Y,Buy One Get One,02-09-2020,15-09-2020,0.5
9MU93OOG,Clearance blowout,06-02-2025,04-03-2025,0.4
G0DF0EJ5,Clearance blowout,18-11-2024,17-01-2025,0.4
0MFBR4OX,Seasonal special,04-09-2023,23-10-2023,0.3
81BUA4Y5,Seasonal special,30-01-2023,27-03-2023,0.4
DS80KX01,Free shipping offer,28-04-2020,14-06-2020,0.7
1O4YM7G4,Weekend promotion,01-02-2021,09-02-2021,0.4
QY8GVT5Z,Limited-time deal,30-06-2021,04-07-2021,0.3
RKYEEROB,Weekend promotion,06-04-2020,20-04-2020,0.3
9GNLPA19,First-order discount,18-01-2022,27-02-2022,0.1
85YR44BB,Members-only offer,10-04-2024,13-05-2024,0.3
P6DK2BDL,Weekend promotion,16-09-2020,22-10-2020,0.4
ZSO0P4TG,First-order discount,21-03-2022,30-04-2022,0.3
J39WVTI7,Flash sale items,02-07-2023,03-08-2023,0.8
3RQRPZ4X,Flash sale items,24-12-2022,01-01-2023,0.7
Q0MPRUFZ,Clearance blowout,18-06-2020,07-07-2020,0.2
ZFN60R7X,Limited-time deal,29-12-2020,18-02-2021,0.5
W4W20XNE,Members-only offer,09-07-2022,04-09-2022,0.5
DUYQGJNU,Members-only offer,28-05-2022,08-06-2022,0.2
1ANB1THZ,Flash sale items,19-05-2023,06-07-2023,0.8
WWE913J8,Clearance blowout,25-09-2020,26-10-2020,0.1
6V1P5ITJ,Buy One Get One,08-05-2021,16-05-2021,0.8
4ZPAV87U,Members-only offer,13-10-2020,30-11-2020,0.3
LI4FPTYR,Friend referral bonus,09-12-2024,12-01-2025,0.8
KSN93XGP,Limited-time deal,04-09-2024,12-10-2024,0.4
AK5BN892,Limited-time deal,24-03-2022,29-03-2022,0.3
3BXQD6J7,Flash sale items,17-06-2022,14-08-2022,0.5
XIDJCQOY,Limited-time deal,16-01-2022,19-01-2022,0.7
YOYHF7WT,Weekend promotion,29-09-2021,27-10-2021,0.6
VUW1BQ1R,Clearance blowout,06-03-2022,11-04-2022,0.4
CWRKRWNL,Members-only offer,27-12-2020,30-12-2020,0.8
TSDH7531,First-order discount,01-07-2024,26-08-2024,0.6
5QXQXQYI,Limited-time deal,16-02-2021,18-02-2021,0.8
5MS1MWW2,Clearance blowout,02-11-2020,31-12-2020,0.6
0KKW2V8Q,Flash sale items,09-07-2023,22-07-2023,0.1
0YZ9WW74,Clearance blowout,30-01-2025,06-02-2025,0.6
MVSVHCAB,Limited-time deal,15-06-2024,25-06-2024,0.3
Q8N364KI,Free shipping offer,27-01-2025,06-02-2025,0.4
6JV1LJ6T,Flash sale items,24-11-2022,03-01-2023,0.1
FJE2BJUU,Friend referral bonus,21-02-2022,16-03-2022,0.5
XOYG5UM0,Flash sale items,06-11-2022,12-11-2022,0.4
JK8SIZVU,Members-only offer,18-10-2020,31-10-2020,0.3
930225IO,First-order discount,30-07-2024,01-08-2024,0.3
ON5HAJO7,Members-only offer,30-07-2020,03-08-2020,0.6
ZIN0PQ4I,First-order discount,05-03-2025,29-04-2025,0.5
T4WEVNTK,Flash sale items,03-07-2020,28-07-2020,0.4
1W32SM3V,Flash sale items,05-12-2023,16-01-2024,0.6
OJ2F3OH7,Weekend promotion,01-12-2021,15-12-2021,0.5
N2OTAXWK,Free shipping offer,14-03-2025,03-05-2025,0.7
ZJZWUCCJ,Friend referral bonus,22-08-2021,21-10-2021,0.3
H3DJ1BD3,Seasonal special,18-02-2025,20-02-2025,0.6
WDRP4J5L,Free shipping offer,12-05-2022,11-07-2022,0.2
75IQ0J44,Buy One Get One,25-12-2021,16-02-2022,0.4
SI9OB8JE,Weekend promotion,20-09-2022,14-10-2022,0.7
N23ZO4J5,Free shipping offer,01-06-2024,23-07-2024,0.5
RQU0T14F,First-order discount,16-02-2025,18-03-2025,0.4
EICUP340,Seasonal special,23-07-2022,26-07-2022,0.6
IBITQMS5,First-order discount,10-09-2021,30-10-2021,0.7
55W3FK83,Weekend promotion,25-12-2022,17-02-2023,0.7
85DGKNVG,Free shipping offer,20-10-2024,16-11-2024,0.7
YOY6LR43,Free shipping offer,29-09-2024,16-10-2024,0.6
IQNWZ0DF,Limited-time deal,26-02-2023,21-03-2023,0.6
ID3P12EH,Weekend promotion,28-02-2025,10-04-2025,0.3
GRFFGEHV,Clearance blowout,23-06-2020,03-08-2020,0.5
PSXMNYLW,Buy One Get One,16-08-2020,17-08-2020,0.3
3GYYYJBI,Flash sale items,12-02-2023,28-03-2023,0.5
DX0ARDTJ,Members-only offer,09-02-2024,23-03-2024,0.2
7QG6ABB3,First-order discount,18-03-2022,24-04-2022,0.6
YDMY5KRT,Flash sale items,18-04-2022,13-05-2022,0.6
BA4MKIKJ,Flash sale items,29-03-2024,28-05-2024,0.5
0JMJPJAJ,Weekend promotion,15-09-2024,20-10-2024,0.2
EMSJ8N1T,Clearance blowout,12-03-2024,26-04-2024,0.4
SFV7HC6J,Members-only offer,11-01-2024,22-02-2024,0.4
AFVDEOKS,Limited-time deal,10-04-2024,24-04-2024,0.7
P1PVVYOJ,Weekend promotion,19-09-2020,24-09-2020,0.4
JYG55PKA,Flash sale items,07-08-2021,02-10-2021,0.3
64D4G37Q,First-order discount,09-12-2022,14-01-2023,0.3
LA7PZM8D,First-order discount,16-06-2020,27-06-2020,0.3
NSMIIGR0,Flash sale items,27-07-2020,31-07-2020,0.6
NO09MBNO,Friend referral bonus,20-06-2024,22-06-2024,0.4
JX024PKZ,Members-only offer,07-02-2025,26-03-2025,0.2
7O2U86XP,Members-only offer,02-05-2024,05-06-2024,0.1
40ESNA51,Members-only offer,14-04-2024,23-05-2024,0.6
3MYKJEMX,Free shipping offer,26-06-2020,04-07-2020,0.2
MEUMFVS8,First-order discount,08-07-2022,02-08-2022,0.5
STEB3MWU,Flash sale items,19-03-2025,05-05-2025,0.7
CP968MD5,Members-only offer,23-09-2020,12-11-2020,0.4
KIQ8MW1M,Free shipping offer,23-12-2024,07-01-2025,0.5
GAB4K333,Buy One Get One,23-05-2022,02-07-2022,0.2
XATEWXO2,Seasonal special,15-12-2023,28-12-2023,0.3
9MJ0XG7L,Weekend promotion,01-06-2020,29-06-2020,0.5
F0SQ6C0V,Buy One Get One,05-10-2021,22-11-2021,0.3
RJPTLAJI,Weekend promotion,18-11-2021,19-12-2021,0.7
W46QG21G,First-order discount,11-10-2020,27-11-2020,0.7
5B71K5DQ,Flash sale items,29-06-2024,21-07-2024,0.4
XLM2FTZC,Friend referral bonus,09-10-2020,02-11-2020,0.4
RNBGJIX8,Limited-time deal,03-06-2021,10-07-2021,0.5
LPH86TAK,Weekend promotion,14-05-2023,09-07-2023,0.2
9IT02OB2,First-order discount,22-05-2022,09-07-2022,0.2
SW8VEC4A,Friend referral bonus,15-02-2022,07-03-2022,0.1
18GC5NJ2,Seasonal special,04-03-2023,03-04-2023,0.6
N1VZD17P,Clearance blowout,14-11-2022,23-11-2022,0.6
MXKLCG3L,Friend referral bonus,30-10-2020,28-12-2020,0.7
Z5FYSJB0,Weekend promotion,10-03-2022,20-04-2022,0.3
II0PFBDT,Clearance blowout,06-11-2023,23-11-2023,0.2
THFK66NQ,Seasonal special,05-01-2024,03-03-2024,0.3
U6ZFTX9Z,Free shipping offer,02-02-2025,03-04-2025,0.5
XYUUQ11P,Weekend promotion,30-08-2024,02-10-2024,0.5
GADG7883,Weekend promotion,08-04-2020,05-06-2020,0.6
8WVYUJS3,First-order discount,02-12-2021,03-12-2021,0.2
CV1BOIKF,Weekend promotion,23-05-2020,08-06-2020,0.5
ELBURW35,Clearance blowout,04-05-2021,03-06-2021,0.6
BJ9LYKF8,Seasonal special,17-09-2021,15-11-2021,0.8
8DZ1JBGR,First-order discount,09-04-2023,18-05-2023,0.7
7ADU46YB,Limited-time deal,17-01-2025,01-02-2025,0.2
11J0S8HI,Friend referral bonus,16-09-2024,22-10-2024,0.3
39R3TTF7,Clearance blowout,02-03-2024,03-04-2024,0.3
J00HZJUG,Buy One Get One,29-04-2020,18-06-2020,0.1
KNGSRWHL,First-order discount,03-11-2020,22-12-2020,0.6
8CM1QWBA,First-order discount,19-12-2023,02-02-2024,0.7
VD1FHR57,Buy One Get One,06-02-2024,11-03-2024,0.6
HTI110K9,First-order discount,25-10-2023,14-11-2023,0.6
BWCDHWC0,Clearance blowout,13-12-2020,28-01-2021,0.3
3CPHP4W0,Weekend promotion,09-04-2024,10-04-2024,0.7
8BLAHPQN,Members-only offer,11-07-2021,15-08-2021,0.1
BKLJO0IN,Friend referral bonus,18-08-2023,15-09-2023,0.7
FX3OXAU6,Clearance blowout,24-03-2024,01-05-2024,0.6
P80P0CIN,Weekend promotion,09-10-2023,11-10-2023,0.6
4PDAOJ5H,Free shipping offer,24-08-2021,22-10-2021,0.2
CLM1L229,Buy One Get One,18-05-2024,04-06-2024,0.7
63QZ7EB9,Seasonal special,18-10-2022,09-12-2022,0.7
TKDOKB2C,Weekend promotion,26-10-2021,17-11-2021,0.7
GCVNPY6C,Flash sale items,23-12-2023,10-02-2024,0.6
6YF8KKXO,Flash sale items,29-06-2023,19-08-2023,0.5
C0CBJP45,Free shipping offer,27-12-2021,21-02-2022,0.3
XEX93Q1L,Weekend promotion,16-06-2020,28-07-2020,0.7
LYQ101ZT,Buy One Get One,05-01-2024,03-02-2024,0.4
